"seed";"shape";"sensor.config";"architecture";"step";"controller";"iterations"
4;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";87
4;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"MLP";236
4;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"RNN";37
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";276
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";168
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";365
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";107
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";397
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";151
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";77
4;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";62
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF";133
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";45
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"MLP";141
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"RNN";77
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF";124
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";55
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"MLP";61
4;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"RNN";37
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF";446
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF-H";190
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"MLP";507
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"RNN";185
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF";117
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF-H";64
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"MLP";312
5;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"RNN";58
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";245
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";200
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";323
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";64
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";182
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";373
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";150
5;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";59
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF";32
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF-H";83
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"MLP";107
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"RNN";98
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF";16
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF-H";33
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"MLP";113
5;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"RNN";49
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF";154
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";53
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"MLP";343
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"RNN";93
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF";174
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";146
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"MLP";202
5;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"RNN";54
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";283
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";123
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";312
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";192
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";168
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";95
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";217
5;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";74
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF";47
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";117
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"MLP";86
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"RNN";49
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF";194
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";48
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"MLP";242
5;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"RNN";37
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF";410
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";266
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"MLP";373
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"RNN";50
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF";295
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";230
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"MLP";524
5;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"RNN";28
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";391
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";264
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";254
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";111
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";208
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";106
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";86
5;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";36
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF";40
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";90
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"MLP";102
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"RNN";39
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF";53
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";109
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"MLP";49
5;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"RNN";54
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF";272
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF-H";90
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"MLP";16
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"RNN";64
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF";150
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF-H";79
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"MLP";201
6;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"RNN";97
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";213
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";164
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";521
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";80
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";433
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";227
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";542
6;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";80
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF";27
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF-H";53
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"MLP";64
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"RNN";148
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF";14
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF-H";108
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"MLP";75
6;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"RNN";36
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF";268
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";117
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"MLP";463
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"RNN";129
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF";228
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";169
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"MLP";116
6;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"RNN";39
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";253
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";74
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";197
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";185
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";214
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";109
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";108
6;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";54
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF";148
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";188
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"MLP";236
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"RNN";134
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF";44
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";287
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"MLP";57
6;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"RNN";24
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF";215
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";218
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"MLP";340
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"RNN";61
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF";359
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";189
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"MLP";431
6;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"RNN";47
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";305
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";190
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";158
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";126
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";538
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";81
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";164
6;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";48
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF";47
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";59
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"MLP";162
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"RNN";48
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF";65
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";237
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"MLP";66
6;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"RNN";26
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF";121
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF-H";206
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"MLP";17
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"RNN";147
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF";200
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF-H";76
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"MLP";241
7;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"RNN";234
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";313
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";110
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";87
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";53
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";354
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";126
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";470
7;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";241
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF";38
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF-H";54
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"MLP";136
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"RNN";78
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF";73
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF-H";34
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"MLP";94
7;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"RNN";248
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF";163
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";203
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"MLP";313
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"RNN";137
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF";208
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";100
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"MLP";387
7;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"RNN";37
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";352
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";264
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";200
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";177
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";284
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";134
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";204
7;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";61
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF";100
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";278
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"MLP";83
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"RNN";79
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF";41
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";81
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"MLP";61
7;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"RNN";44
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF";195
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";128
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"MLP";258
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"RNN";37
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF";104
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";248
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"MLP";433
7;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"RNN";28
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";208
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";151
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";273
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";93
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";133
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";115
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";202
7;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";107
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF";44
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";63
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"MLP";67
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"RNN";29
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF";38
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";72
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"MLP";128
7;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"RNN";53
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF";299
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF-H";60
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"MLP";426
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"RNN";41
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF";170
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF-H";191
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"MLP";160
8;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"RNN";36
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";124
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";171
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";71
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";116
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";173
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";150
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";277
8;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";429
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF";46
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF-H";101
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"MLP";96
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"RNN";528
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF";12
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF-H";97
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"MLP";111
8;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"RNN";57
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF";257
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";100
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"MLP";386
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"RNN";179
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF";173
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";87
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"MLP";208
8;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"RNN";50
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";162
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";107
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";477
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";115
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";132
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";167
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";503
8;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";98
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF";54
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";56
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"MLP";135
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"RNN";71
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF";297
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";52
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"MLP";42
8;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"RNN";35
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF";348
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";45
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"MLP";435
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"RNN";76
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF";93
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";89
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"MLP";28
8;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"RNN";117
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";399
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";125
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";412
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";150
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";352
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";84
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";202
8;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";79
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF";53
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";72
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"MLP";132
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"RNN";52
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF";60
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";49
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"MLP";91
8;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"RNN";33
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF";271
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"LIF-H";107
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"MLP";374
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"F";"RNN";136
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF";336
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"LIF-H";162
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"MLP";157
9;"biped-4x3";"sight-f-f-0.01";"Centralized";"T";"RNN";119
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";165
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";279
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";58
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";95
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";265
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";200
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";191
9;"biped-4x3";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";274
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF";42
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"LIF-H";28
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"MLP";87
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"F";"RNN";96
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF";47
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"LIF-H";25
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"MLP";200
9;"biped-4x3";"touch-f-f-0.01";"Centralized";"T";"RNN";97
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF";127
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";101
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"MLP";383
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"F";"RNN";144
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF";173
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";73
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"MLP";304
9;"comb-7x2";"sight-f-f-0.01";"Centralized";"T";"RNN";40
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";359
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";108
